"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"3528","A2PA36NE92W7EC","7","""21""","""57""","""long""","""1-5""","""21""","""right""","""complex""","""pakuwugnum"""
"3529","A2PG9NA3TXSNK7","0","""37""","""13""","""long""","""1-2""","""13""","""left""","""simple""","""tupabugorn"""
"3530","A2PG9NA3TXSNK7","1","""21""","""10""","""long""","""2-5""","""10""","""left""","""simple""","""pakuwugnum"""
"3531","A2PG9NA3TXSNK7","2","""25""","""43""","""long""","""5-5""","""25""","""right""","""complex""","""tiburalex"""
"3532","A2PG9NA3TXSNK7","3","""3""","""59""","""long""","""1-1""","""59""","""left""","""simple""","""kibagronan"""
"3533","A2PG9NA3TXSNK7","4","""40""","""56""","""short""","""3-3""","""56""","""left""","""simple""","""vatrus"""
"3534","A2PG9NA3TXSNK7","5","""8""","""57""","""short""","""1-3""","""57""","""left""","""simple""","""lopus"""
"3535","A2PG9NA3TXSNK7","6","""18""","""46""","""short""","""1-4""","""46""","""right""","""simple""","""torun"""
"3536","A2PG9NA3TXSNK7","7","""30""","""41""","""short""","""4-4""","""30""","""left""","""complex""","""ratum"""
"3537","A2PLI3F9EZD3MY","0","""25""","""30""","""short""","""4-5""","""30""","""right""","""simple""","""gronan"""
"3538","A2PLI3F9EZD3MY","1","""43""","""12""","""long""","""3-5""","""43""","""left""","""complex""","""gaburatum"""
"3539","A2PLI3F9EZD3MY","2","""36""","""14""","""long""","""5-5""","""36""","""left""","""complex""","""binivatrus"""
"3540","A2PLI3F9EZD3MY","3","""2""","""4""","""short""","""2-2""","""4""","""left""","""simple""","""bugorn"""
"3541","A2PLI3F9EZD3MY","4","""45""","""22""","""short""","""2-4""","""22""","""right""","""simple""","""wugnum"""
"3542","A2PLI3F9EZD3MY","5","""24""","""40""","""long""","""3-3""","""24""","""left""","""complex""","""tiburalex"""
"3543","A2PLI3F9EZD3MY","6","""28""","""19""","""long""","""1-1""","""19""","""right""","""simple""","""fepolopus"""
"3544","A2PLI3F9EZD3MY","7","""42""","""3""","""short""","""1-4""","""3""","""right""","""simple""","""torun"""
"3545","A2POSDEIKRJW53","0","""36""","""37""","""long""","""2-5""","""36""","""left""","""complex""","""kibagronan"""
"3546","A2POSDEIKRJW53","1","""27""","""38""","""short""","""5-5""","""38""","""right""","""simple""","""torun"""
"3547","A2POSDEIKRJW53","2","""53""","""48""","""short""","""3-5""","""53""","""right""","""complex""","""ratum"""
"3548","A2POSDEIKRJW53","3","""12""","""20""","""long""","""1-3""","""12""","""left""","""complex""","""binivatrus"""
"3549","A2POSDEIKRJW53","4","""51""","""23""","""short""","""4-4""","""51""","""left""","""complex""","""wugnum"""
"3550","A2POSDEIKRJW53","5","""52""","""42""","""short""","""4-5""","""52""","""left""","""complex""","""bugorn"""
"3551","A2POSDEIKRJW53","6","""47""","""9""","""long""","""2-4""","""9""","""right""","""simple""","""tiburalex"""
"3552","A2POSDEIKRJW53","7","""55""","""46""","""long""","""1-2""","""55""","""right""","""complex""","""fepolopus"""
"3553","A2QBSHKTRY2831","0","""43""","""35""","""long""","""5-5""","""35""","""right""","""simple""","""kibagronan"""
"3554","A2QBSHKTRY2831","1","""40""","""16""","""short""","""3-3""","""40""","""left""","""complex""","""ralex"""
"3555","A2QBSHKTRY2831","2","""56""","""4""","""short""","""2-3""","""4""","""right""","""simple""","""lopus"""
"3556","A2QBSHKTRY2831","3","""53""","""20""","""long""","""1-5""","""20""","""left""","""simple""","""pakuwugnum"""
"3557","A2QBSHKTRY2831","4","""26""","""47""","""short""","""4-4""","""26""","""right""","""complex""","""vatrus"""
"3558","A2QBSHKTRY2831","5","""27""","""49""","""long""","""2-5""","""27""","""right""","""complex""","""mipatorun"""
"3559","A2QBSHKTRY2831","6","""52""","""23""","""short""","""4-5""","""23""","""left""","""simple""","""bugorn"""
"3560","A2QBSHKTRY2831","7","""19""","""44""","""long""","""1-1""","""44""","""left""","""simple""","""gaburatum"""
"3561","A2QOKXQENDRP6B","0","""17""","""4""","""long""","""2-2""","""4""","""right""","""simple""","""gaburatum"""
"3562","A2QOKXQENDRP6B","1","""39""","""5""","""long""","""2-3""","""39""","""right""","""complex""","""binivatrus"""
"3563","A2QOKXQENDRP6B","2","""56""","""28""","""short""","""1-3""","""28""","""left""","""simple""","""ralex"""
"3564","A2QOKXQENDRP6B","3","""18""","""7""","""short""","""3-4""","""7""","""left""","""simple""","""lopus"""
"3565","A2QOKXQENDRP6B","4","""24""","""48""","""long""","""3-3""","""24""","""right""","""complex""","""tupabugorn"""
"3566","A2QOKXQENDRP6B","5","""33""","""23""","""short""","""4-5""","""33""","""left""","""complex""","""gronan"""
"3567","A2QOKXQENDRP6B","6","""11""","""55""","""short""","""2-4""","""55""","""right""","""simple""","""wugnum"""
"3568","A2QOKXQENDRP6B","7","""52""","""6""","""long""","""2-5""","""52""","""right""","""complex""","""mipatorun"""
"3569","A2QUBHN39O3U39","0","""51""","""17""","""short""","""2-4""","""51""","""left""","""complex""","""lopus"""
"3570","A2QUBHN39O3U39","1","""24""","""12""","""short""","""3-3""","""12""","""right""","""simple""","""gronan"""
"3571","A2QUBHN39O3U39","2","""43""","""37""","""long""","""2-5""","""37""","""left""","""simple""","""binivatrus"""
"3572","A2QUBHN39O3U39","3","""36""","""46""","""short""","""1-5""","""46""","""left""","""simple""","""torun"""
"3573","A2QUBHN39O3U39","4","""10""","""2""","""long""","""2-2""","""2""","""right""","""simple""","""gaburatum"""
"3574","A2QUBHN39O3U39","5","""6""","""20""","""short""","""1-2""","""6""","""left""","""complex""","""ralex"""
"3575","A2QUBHN39O3U39","6","""38""","""26""","""long""","""4-5""","""26""","""left""","""simple""","""tupabugorn"""
"3576","A2QUBHN39O3U39","7","""50""","""5""","""long""","""2-3""","""50""","""right""","""complex""","""pakuwugnum"""
"3577","A2R185S50MW2ZF","0","""2""","""15""","""short""","""1-2""","""2""","""left""","""complex""","""wugnum"""
"3578","A2R185S50MW2ZF","1","""47""","""57""","""long""","""1-4""","""57""","""left""","""simple""","""tupabugorn"""
"3579","A2R185S50MW2ZF","2","""8""","""48""","""long""","""3-3""","""48""","""right""","""simple""","""kibagronan"""
"3580","A2R185S50MW2ZF","3","""51""","""26""","""long""","""4-4""","""51""","""right""","""complex""","""mipatorun"""
"3581","A2R185S50MW2ZF","4","""11""","""50""","""short""","""3-4""","""50""","""right""","""simple""","""ratum"""
"3582","A2R185S50MW2ZF","5","""35""","""18""","""short""","""4-5""","""35""","""left""","""complex""","""ralex"""
"3583","A2R185S50MW2ZF","6","""55""","""34""","""long""","""2-2""","""34""","""left""","""simple""","""binivatrus"""
"3584","A2R185S50MW2ZF","7","""23""","""4""","""short""","""2-4""","""4""","""left""","""simple""","""lopus"""
"3585","A2R7JX28Q7YG5L","0","""56""","""7""","""short""","""3-3""","""7""","""right""","""simple""","""lopus"""
"3586","A2R7JX28Q7YG5L","1","""22""","""6""","""long""","""2-2""","""22""","""right""","""complex""","""tupabugorn"""
"3587","A2R7JX28Q7YG5L","2","""26""","""60""","""short""","""3-4""","""60""","""left""","""simple""","""vatrus"""
"3588","A2R7JX28Q7YG5L","3","""38""","""17""","""short""","""2-5""","""17""","""left""","""simple""","""gronan"""
"3589","A2R7JX28Q7YG5L","4","""47""","""20""","""short""","""1-4""","""20""","""right""","""simple""","""ratum"""
"3590","A2R7JX28Q7YG5L","5","""55""","""44""","""long""","""1-2""","""44""","""left""","""simple""","""tiburalex"""
"3591","A2R7JX28Q7YG5L","6","""53""","""43""","""long""","""5-5""","""53""","""left""","""complex""","""mipatorun"""
"3592","A2R7JX28Q7YG5L","7","""28""","""29""","""long""","""1-1""","""29""","""left""","""simple""","""pakuwugnum"""
"3593","A2R92N7OXVYYHK","0","""30""","""31""","""long""","""4-4""","""30""","""right""","""complex""","""tiburalex"""
"3594","A2R92N7OXVYYHK","1","""58""","""17""","""short""","""2-4""","""17""","""right""","""simple""","""gronan"""
"3595","A2R92N7OXVYYHK","2","""48""","""4""","""short""","""2-3""","""48""","""right""","""complex""","""lopus"""
"3596","A2R92N7OXVYYHK","3","""14""","""12""","""long""","""3-5""","""12""","""left""","""simple""","""mipatorun"""
"3597","A2R92N7OXVYYHK","4","""5""","""49""","""long""","""2-2""","""5""","""right""","""complex""","""pakuwugnum"""
"3598","A2R92N7OXVYYHK","5","""39""","""54""","""short""","""1-3""","""54""","""right""","""simple""","""bugorn"""
"3599","A2R92N7OXVYYHK","6","""35""","""51""","""long""","""4-5""","""35""","""right""","""complex""","""binivatrus"""
"3600","A2R92N7OXVYYHK","7","""38""","""3""","""short""","""1-5""","""3""","""left""","""simple""","""ratum"""
"3601","A2RCJ3VBQ7HZUP","0","""2""","""4""","""short""","""2-2""","""2""","""left""","""complex""","""wugnum"""
"3602","A2RCJ3VBQ7HZUP","1","""51""","""56""","""short""","""3-4""","""56""","""right""","""simple""","""vatrus"""
"3603","A2RCJ3VBQ7HZUP","2","""25""","""46""","""short""","""1-5""","""46""","""right""","""simple""","""gronan"""
"3604","A2RCJ3VBQ7HZUP","3","""24""","""9""","""long""","""2-3""","""24""","""left""","""complex""","""fepolopus"""
"3605","A2RCJ3VBQ7HZUP","4","""31""","""13""","""long""","""1-4""","""13""","""left""","""simple""","""mipatorun"""
"3606","A2RCJ3VBQ7HZUP","5","""18""","""42""","""long""","""4-4""","""42""","""left""","""simple""","""gaburatum"""
"3607","A2RCJ3VBQ7HZUP","6","""60""","""7""","""long""","""3-3""","""60""","""right""","""complex""","""tupabugorn"""
"3608","A2RCJ3VBQ7HZUP","7","""11""","""6""","""short""","""2-4""","""6""","""right""","""simple""","""ralex"""
"3609","A2RH9M0F8KI83B","0","""46""","""19""","""long""","""1-1""","""19""","""left""","""simple""","""binivatrus"""
"3610","A2RH9M0F8KI83B","1","""9""","""49""","""long""","""2-2""","""9""","""left""","""complex""","""gaburatum"""
"3611","A2RH9M0F8KI83B","2","""60""","""5""","""long""","""2-3""","""60""","""left""","""complex""","""fepolopus"""
"3612","A2RH9M0F8KI83B","3","""14""","""11""","""short""","""4-5""","""11""","""right""","""simple""","""wugnum"""
"3613","A2RH9M0F8KI83B","4","""53""","""4""","""short""","""2-5""","""53""","""left""","""complex""","""gronan"""
"3614","A2RH9M0F8KI83B","5","""12""","""57""","""long""","""1-3""","""12""","""right""","""complex""","""tiburalex"""
"3615","A2RH9M0F8KI83B","6","""21""","""28""","""short""","""1-5""","""28""","""left""","""simple""","""bugorn"""
"3616","A2RH9M0F8KI83B","7","""58""","""1""","""short""","""3-4""","""58""","""right""","""complex""","""torun"""
"3617","A2RHDYIFDME45S","0","""5""","""34""","""short""","""2-2""","""5""","""left""","""complex""","""gronan"""
"3618","A2RHDYIFDME45S","1","""56""","""16""","""short""","""3-3""","""56""","""right""","""complex""","""wugnum"""
"3619","A2RHDYIFDME45S","2","""18""","""48""","""long""","""3-4""","""48""","""left""","""simple""","""fepolopus"""
"3620","A2RHDYIFDME45S","3","""31""","""54""","""long""","""1-4""","""31""","""right""","""complex""","""tiburalex"""
"3621","A2RHDYIFDME45S","4","""44""","""3""","""short""","""1-1""","""3""","""right""","""simple""","""torun"""
"3622","A2RHDYIFDME45S","5","""51""","""4""","""short""","""2-4""","""4""","""right""","""simple""","""ratum"""
"3623","A2RHDYIFDME45S","6","""40""","""46""","""long""","""1-3""","""40""","""right""","""complex""","""tupabugorn"""
"3624","A2RHDYIFDME45S","7","""38""","""45""","""long""","""4-5""","""38""","""left""","""complex""","""binivatrus"""
"3625","A2RMUF9TK0Q4P2","0","""41""","""55""","""short""","""2-4""","""41""","""left""","""complex""","""vatrus"""
"3626","A2RMUF9TK0Q4P2","1","""49""","""15""","""long""","""1-2""","""49""","""right""","""complex""","""kibagronan"""
"3627","A2RMUF9TK0Q4P2","2","""8""","""20""","""short""","""1-3""","""20""","""left""","""simple""","""torun"""
"3628","A2RMUF9TK0Q4P2","3","""5""","""2""","""long""","""2-2""","""5""","""right""","""complex""","""pakuwugnum"""
"3629","A2RMUF9TK0Q4P2","4","""3""","""44""","""long""","""1-1""","""44""","""right""","""simple""","""tupabugorn"""
"3630","A2RMUF9TK0Q4P2","5","""40""","""39""","""short""","""3-3""","""40""","""right""","""complex""","""lopus"""
"3631","A2RMUF9TK0Q4P2","6","""26""","""16""","""short""","""3-4""","""16""","""left""","""simple""","""ralex"""
"3632","A2RMUF9TK0Q4P2","7","""7""","""9""","""long""","""2-3""","""7""","""right""","""complex""","""gaburatum"""
"3633","A2RNIPW6J56JIO","0","""2""","""59""","""short""","""1-2""","""2""","""left""","""complex""","""bugorn"""
"3634","A2RNIPW6J56JIO","1","""35""","""9""","""long""","""2-5""","""35""","""right""","""complex""","""mipatorun"""
"3635","A2RNIPW6J56JIO","2","""14""","""20""","""long""","""1-5""","""20""","""right""","""simple""","""binivatrus"""
"3636","A2RNIPW6J56JIO","3","""28""","""44""","""short""","""1-1""","""28""","""left""","""complex""","""gronan"""
"3637","A2RNIPW6J56JIO","4","""40""","""8""","""short""","""3-3""","""8""","""left""","""simple""","""ratum"""
"3638","A2RNIPW6J56JIO","5","""26""","""29""","""long""","""1-4""","""29""","""right""","""simple""","""pakuwugnum"""
"3639","A2RNIPW6J56JIO","6","""24""","""46""","""long""","""1-3""","""24""","""right""","""complex""","""tiburalex"""
"3640","A2RNIPW6J56JIO","7","""47""","""1""","""short""","""3-4""","""1""","""right""","""simple""","""lopus"""
"3641","A2RQLR6GOOWW9I","0","""7""","""44""","""long""","""1-3""","""44""","""right""","""simple""","""tiburalex"""
"3642","A2RQLR6GOOWW9I","1","""17""","""46""","""short""","""1-2""","""17""","""left""","""complex""","""bugorn"""
"3643","A2RQLR6GOOWW9I","2","""47""","""8""","""short""","""3-4""","""8""","""right""","""simple""","""vatrus"""
"3644","A2RQLR6GOOWW9I","3","""50""","""55""","""long""","""2-3""","""55""","""left""","""simple""","""mipatorun"""
"3645","A2RQLR6GOOWW9I","4","""27""","""48""","""short""","""3-5""","""48""","""left""","""simple""","""ratum"""
"3646","A2RQLR6GOOWW9I","5","""26""","""42""","""long""","""4-4""","""42""","""right""","""simple""","""pakuwugnum"""
"3647","A2RQLR6GOOWW9I","6","""52""","""14""","""short""","""5-5""","""52""","""right""","""complex""","""gronan"""
"3648","A2RQLR6GOOWW9I","7","""21""","""45""","""long""","""4-5""","""21""","""left""","""complex""","""fepolopus"""
"3649","A2S6JBKWTR6F4K","0","""47""","""8""","""long""","""3-4""","""47""","""left""","""complex""","""fepolopus"""
"3650","A2S6JBKWTR6F4K","1","""42""","""31""","""short""","""4-4""","""42""","""left""","""complex""","""ratum"""
"3651","A2S6JBKWTR6F4K","2","""4""","""34""","""long""","""2-2""","""34""","""right""","""simple""","""binivatrus"""
"3652","A2S6JBKWTR6F4K","3","""21""","""7""","""short""","""3-5""","""21""","""left""","""complex""","""bugorn"""
"3653","A2S6JBKWTR6F4K","4","""12""","""9""","""short""","""2-3""","""9""","""right""","""simple""","""wugnum"""
"3654","A2S6JBKWTR6F4K","5","""33""","""23""","""long""","""4-5""","""23""","""right""","""simple""","""mipatorun"""
"3655","A2S6JBKWTR6F4K","6","""16""","""44""","""short""","""1-3""","""16""","""left""","""complex""","""ralex"""
"3656","A2S6JBKWTR6F4K","7","""35""","""49""","""long""","""2-5""","""35""","""right""","""complex""","""kibagronan"""
"3657","A2S7Z0MEY4PKLP","0","""50""","""10""","""long""","""2-3""","""10""","""left""","""simple""","""tupabugorn"""
"3658","A2S7Z0MEY4PKLP","1","""35""","""32""","""short""","""5-5""","""35""","""left""","""complex""","""ralex"""
"3659","A2S7Z0MEY4PKLP","2","""18""","""51""","""long""","""4-4""","""51""","""left""","""simple""","""gaburatum"""
"3660","A2S7Z0MEY4PKLP","3","""25""","""57""","""short""","""1-5""","""57""","""left""","""simple""","""lopus"""
"3661","A2S7Z0MEY4PKLP","4","""36""","""5""","""long""","""2-5""","""36""","""left""","""complex""","""binivatrus"""
"3662","A2S7Z0MEY4PKLP","5","""38""","""41""","""long""","""4-5""","""38""","""right""","""complex""","""pakuwugnum"""
"3663","A2S7Z0MEY4PKLP","6","""2""","""6""","""short""","""2-2""","""6""","""left""","""simple""","""torun"""
"3664","A2S7Z0MEY4PKLP","7","""48""","""20""","""short""","""1-3""","""20""","""left""","""simple""","""gronan"""
"3665","A2S9H15H44HKFE","0","""18""","""44""","""short""","""1-4""","""44""","""left""","""simple""","""lopus"""
"3666","A2S9H15H44HKFE","1","""23""","""49""","""short""","""2-4""","""49""","""left""","""simple""","""ralex"""
"3667","A2S9H15H44HKFE","2","""33""","""51""","""short""","""4-5""","""51""","""right""","""simple""","""gronan"""
"3668","A2S9H15H44HKFE","3","""11""","""7""","""long""","""3-4""","""7""","""right""","""simple""","""pakuwugnum"""
"3669","A2S9H15H44HKFE","4","""1""","""2""","""long""","""2-3""","""1""","""right""","""complex""","""tupabugorn"""
"3670","A2S9H15H44HKFE","5","""22""","""19""","""short""","""1-2""","""19""","""left""","""simple""","""vatrus"""
"3671","A2S9H15H44HKFE","6","""6""","""55""","""long""","""2-2""","""55""","""left""","""simple""","""mipatorun"""
"3672","A2S9H15H44HKFE","7","""14""","""27""","""long""","""5-5""","""14""","""left""","""complex""","""gaburatum"""
"3673","A2SB5KUOAGU70U","0","""12""","""50""","""long""","""3-3""","""12""","""left""","""complex""","""tiburalex"""
"3674","A2SB5KUOAGU70U","1","""33""","""7""","""long""","""3-5""","""7""","""right""","""simple""","""fepolopus"""
"3675","A2SB5KUOAGU70U","2","""11""","""13""","""long""","""1-4""","""13""","""right""","""simple""","""mipatorun"""
"3676","A2SB5KUOAGU70U","3","""30""","""58""","""short""","""4-4""","""58""","""left""","""simple""","""gronan"""
"3677","A2SB5KUOAGU70U","4","""42""","""1""","""short""","""3-4""","""1""","""right""","""simple""","""wugnum"""
"3678","A2SB5KUOAGU70U","5","""35""","""46""","""short""","""1-5""","""46""","""left""","""simple""","""ratum"""
"3679","A2SB5KUOAGU70U","6","""32""","""2""","""short""","""2-5""","""32""","""right""","""complex""","""bugorn"""
"3680","A2SB5KUOAGU70U","7","""20""","""44""","""long""","""1-1""","""20""","""left""","""complex""","""binivatrus"""
"3681","A2SIK6OPLLY79J","0","""39""","""22""","""short""","""2-3""","""22""","""right""","""simple""","""gronan"""
"3682","A2SIK6OPLLY79J","1","""14""","""32""","""long""","""5-5""","""32""","""right""","""simple""","""gaburatum"""
"3683","A2SIK6OPLLY79J","2","""24""","""12""","""short""","""3-3""","""24""","""left""","""complex""","""torun"""
"3684","A2SIK6OPLLY79J","3","""3""","""20""","""long""","""1-1""","""20""","""right""","""simple""","""tupabugorn"""
"3685","A2SIK6OPLLY79J","4","""17""","""15""","""long""","""1-2""","""17""","""right""","""complex""","""binivatrus"""
"3686","A2SIK6OPLLY79J","5","""50""","""46""","""short""","""1-3""","""46""","""left""","""simple""","""lopus"""
"3687","A2SIK6OPLLY79J","6","""23""","""29""","""short""","""1-4""","""23""","""right""","""complex""","""ralex"""
"3688","A2SIK6OPLLY79J","7","""10""","""5""","""long""","""2-2""","""5""","""right""","""simple""","""pakuwugnum"""
"3689","A2SP4P8TQSUC0F","0","""38""","""56""","""long""","""3-5""","""38""","""right""","""complex""","""binivatrus"""
"3690","A2SP4P8TQSUC0F","1","""4""","""59""","""short""","""1-2""","""59""","""right""","""simple""","""bugorn"""
"3691","A2SP4P8TQSUC0F","2","""25""","""36""","""long""","""5-5""","""36""","""left""","""simple""","""kibagronan"""
"3692","A2SP4P8TQSUC0F","3","""57""","""20""","""long""","""1-1""","""57""","""left""","""complex""","""pakuwugnum"""
"3693","A2SP4P8TQSUC0F","4","""48""","""37""","""short""","""2-3""","""37""","""right""","""simple""","""ratum"""
"3694","A2SP4P8TQSUC0F","5","""45""","""2""","""short""","""2-4""","""2""","""left""","""simple""","""torun"""
"3695","A2SP4P8TQSUC0F","6","""43""","""15""","""long""","""1-5""","""15""","""left""","""simple""","""tiburalex"""
"3696","A2SP4P8TQSUC0F","7","""33""","""17""","""short""","""2-5""","""17""","""left""","""simple""","""lopus"""
"3697","A2SRB7O2SG2A9P","0","""40""","""20""","""long""","""1-3""","""40""","""left""","""complex""","""binivatrus"""
"3698","A2SRB7O2SG2A9P","1","""52""","""6""","""short""","""2-5""","""6""","""right""","""simple""","""ralex"""
"3699","A2SRB7O2SG2A9P","2","""32""","""27""","""short""","""5-5""","""32""","""left""","""complex""","""wugnum"""
"3700","A2SRB7O2SG2A9P","3","""46""","""3""","""short""","""1-1""","""3""","""left""","""simple""","""lopus"""
"3701","A2SRB7O2SG2A9P","4","""33""","""29""","""long""","""1-5""","""29""","""left""","""simple""","""mipatorun"""
"3702","A2SRB7O2SG2A9P","5","""47""","""28""","""long""","""1-4""","""47""","""left""","""complex""","""gaburatum"""
"3703","A2SRB7O2SG2A9P","6","""37""","""54""","""short""","""1-2""","""54""","""right""","""simple""","""gronan"""
"3704","A2SRB7O2SG2A9P","7","""8""","""50""","""long""","""3-3""","""50""","""left""","""simple""","""tupabugorn"""
"3705","A2SVSV72RYECB7","0","""4""","""28""","""long""","""1-2""","""4""","""right""","""complex""","""gaburatum"""
"3706","A2SVSV72RYECB7","1","""26""","""56""","""short""","""3-4""","""26""","""left""","""complex""","""torun"""
"3707","A2SVSV72RYECB7","2","""8""","""10""","""short""","""2-3""","""10""","""right""","""simple""","""vatrus"""
"3708","A2SVSV72RYECB7","3","""38""","""20""","""long""","""1-5""","""20""","""left""","""simple""","""kibagronan"""
"3709","A2SVSV72RYECB7","4","""3""","""54""","""long""","""1-1""","""54""","""left""","""simple""","""fepolopus"""
"3710","A2SVSV72RYECB7","5","""11""","""19""","""short""","""1-4""","""19""","""right""","""simple""","""wugnum"""
"3711","A2SVSV72RYECB7","6","""35""","""12""","""long""","""3-5""","""12""","""right""","""simple""","""tiburalex"""
"3712","A2SVSV72RYECB7","7","""47""","""23""","""short""","""4-4""","""47""","""left""","""complex""","""bugorn"""
"3713","A2T27BBHLYI14E","0","""14""","""7""","""long""","""3-5""","""14""","""right""","""complex""","""kibagronan"""
"3714","A2T27BBHLYI14E","1","""41""","""19""","""long""","""1-4""","""41""","""right""","""complex""","""pakuwugnum"""
"3715","A2T27BBHLYI14E","2","""60""","""54""","""long""","""1-3""","""60""","""left""","""complex""","""gaburatum"""
"3716","A2T27BBHLYI14E","3","""10""","""13""","""short""","""1-2""","""10""","""right""","""complex""","""bugorn"""
"3717","A2T27BBHLYI14E","4","""25""","""44""","""short""","""1-5""","""44""","""right""","""simple""","""vatrus"""
"3718","A2T27BBHLYI14E","5","""55""","""4""","""long""","""2-2""","""4""","""left""","""simple""","""mipatorun"""
"3719","A2T27BBHLYI14E","6","""36""","""30""","""short""","""4-5""","""30""","""left""","""simple""","""ralex"""
"3720","A2T27BBHLYI14E","7","""38""","""53""","""short""","""5-5""","""38""","""right""","""complex""","""lopus"""
"3721","A2T315M1XTWXQC","0","""47""","""30""","""long""","""4-4""","""30""","""right""","""simple""","""pakuwugnum"""
"3722","A2T315M1XTWXQC","1","""39""","""59""","""short""","""1-3""","""39""","""right""","""complex""","""vatrus"""
"3723","A2T315M1XTWXQC","2","""12""","""9""","""short""","""2-3""","""12""","""left""","""complex""","""ratum"""
"3724","A2T315M1XTWXQC","3","""38""","""52""","""long""","""5-5""","""38""","""right""","""complex""","""mipatorun"""
"3725","A2T315M1XTWXQC","4","""43""","""11""","""long""","""4-5""","""11""","""left""","""simple""","""tiburalex"""
"3726","A2T315M1XTWXQC","5","""51""","""55""","""short""","""2-4""","""55""","""right""","""simple""","""lopus"""
"3727","A2T315M1XTWXQC","6","""42""","""48""","""long""","""3-4""","""48""","""right""","""simple""","""tupabugorn"""
"3728","A2T315M1XTWXQC","7","""14""","""37""","""short""","""2-5""","""14""","""left""","""complex""","""gronan"""
"3729","A2T7K36NIIO72O","0","""48""","""1""","""long""","""3-3""","""48""","""right""","""complex""","""tupabugorn"""
"3730","A2T7K36NIIO72O","1","""58""","""30""","""long""","""4-4""","""30""","""left""","""simple""","""kibagronan"""
"3731","A2T7K36NIIO72O","2","""21""","""52""","""long""","""5-5""","""21""","""right""","""complex""","""mipatorun"""
"3732","A2T7K36NIIO72O","3","""33""","""8""","""short""","""3-5""","""8""","""right""","""simple""","""lopus"""
"3733","A2T7K36NIIO72O","4","""57""","""20""","""long""","""1-1""","""20""","""right""","""simple""","""binivatrus"""
"3734","A2T7K36NIIO72O","5","""50""","""22""","""short""","""2-3""","""22""","""right""","""simple""","""ralex"""
"3735","A2T7K36NIIO72O","6","""27""","""13""","""short""","""1-5""","""13""","""left""","""simple""","""ratum"""
"3736","A2T7K36NIIO72O","7","""34""","""59""","""short""","""1-2""","""34""","""left""","""complex""","""wugnum"""
"3737","A2TBA4JU8TWJBE","0","""33""","""24""","""short""","""3-5""","""24""","""left""","""simple""","""ratum"""
"3738","A2TBA4JU8TWJBE","1","""38""","""44""","""short""","""1-5""","""38""","""right""","""complex""","""torun"""
"3739","A2TBA4JU8TWJBE","2","""56""","""4""","""long""","""2-3""","""4""","""left""","""simple""","""binivatrus"""
"3740","A2TBA4JU8TWJBE","3","""51""","""7""","""long""","""3-4""","""51""","""right""","""complex""","""tiburalex"""
"3741","A2TBA4JU8TWJBE","4","""12""","""48""","""long""","""3-3""","""48""","""right""","""simple""","""pakuwugnum"""
"3742","A2TBA4JU8TWJBE","5","""37""","""55""","""long""","""2-2""","""37""","""left""","""complex""","""fepolopus"""
"3743","A2TBA4JU8TWJBE","6","""53""","""47""","""short""","""4-5""","""47""","""right""","""simple""","""bugorn"""
"3744","A2TBA4JU8TWJBE","7","""27""","""35""","""short""","""5-5""","""27""","""left""","""complex""","""gronan"""
"3745","A2TCT6RFZ0FVLI","0","""49""","""59""","""short""","""1-2""","""49""","""right""","""complex""","""gronan"""
"3746","A2TCT6RFZ0FVLI","1","""27""","""60""","""long""","""3-5""","""27""","""right""","""complex""","""gaburatum"""
"3747","A2TCT6RFZ0FVLI","2","""12""","""29""","""short""","""1-3""","""12""","""left""","""complex""","""lopus"""
"3748","A2TCT6RFZ0FVLI","3","""33""","""21""","""long""","""5-5""","""21""","""right""","""simple""","""binivatrus"""
"3749","A2TCT6RFZ0FVLI","4","""1""","""16""","""long""","""3-3""","""16""","""right""","""simple""","""pakuwugnum"""
"3750","A2TCT6RFZ0FVLI","5","""17""","""9""","""long""","""2-2""","""9""","""left""","""simple""","""mipatorun"""
"3751","A2TCT6RFZ0FVLI","6","""41""","""2""","""short""","""2-4""","""41""","""right""","""complex""","""bugorn"""
"3752","A2TCT6RFZ0FVLI","7","""40""","""55""","""short""","""2-3""","""40""","""right""","""complex""","""ralex"""
"3753","A2TFI1YWN3UY0","0","""14""","""41""","""short""","""4-5""","""41""","""right""","""simple""","""bugorn"""
"3754","A2TFI1YWN3UY0","1","""51""","""23""","""long""","""4-4""","""51""","""left""","""complex""","""mipatorun"""
"3755","A2TFI1YWN3UY0","2","""47""","""22""","""long""","""2-4""","""47""","""left""","""complex""","""binivatrus"""
"3756","A2TFI1YWN3UY0","3","""33""","""34""","""long""","""2-5""","""34""","""left""","""simple""","""kibagronan"""
"3757","A2TFI1YWN3UY0","4","""52""","""3""","""short""","""1-5""","""52""","""left""","""complex""","""wugnum"""
"3758","A2TFI1YWN3UY0","5","""24""","""4""","""long""","""2-3""","""4""","""left""","""simple""","""fepolopus"""
"3759","A2TFI1YWN3UY0","6","""60""","""39""","""short""","""3-3""","""39""","""left""","""simple""","""ratum"""
"3760","A2TFI1YWN3UY0","7","""54""","""44""","""short""","""1-1""","""44""","""right""","""simple""","""ralex"""
"3761","A2TGN6O0Y6S9EL","0","""43""","""5""","""long""","""2-5""","""5""","""left""","""simple""","""kibagronan"""
